"campaignid","sample","family","genus","species","maxn"
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB600","Chaetodontidae","Chaetodon","lineolatus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB600","Chaetodontidae","Chelmon","marginalis",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB600","Labridae","Choerodon","cauteroma",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB600","Labridae","Choerodon","cyanodus",3
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB600","Labridae","Halichoeres","melanochir",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB600","Labridae","Labroides","dimidiatus",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB600","Labridae","Thalassoma","lunare",6
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB600","Lethrinidae","Lethrinus","atkinsoni",6
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB600","Lethrinidae","Lethrinus","microdon",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB600","Lethrinidae","Lethrinus","nebulosus",6
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB600","Lethrinidae","Lethrinus","punctulatus",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB600","Lutjanidae","Lutjanus","carponotatus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB600","Lutjanidae","Lutjanus","sebae",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB600","Lutjanidae","Symphorus","nematophorus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB600","Nemipteridae","Pentapodus","emeryii",5
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB600","Nemipteridae","Pentapodus","nagasakiensis",10
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB600","Pomacanthidae","Chaetodontoplus","duboulayi",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB600","Pomacanthidae","Pomacanthus","sexstriatus",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB600","Pomacentridae","Abudefduf","bengalensis",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB600","Pomacentridae","Pomacentrus","coelestis",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB600","Pomacentridae","Pomacentrus","milleri",3
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB600","Pomacentridae","Stegastes","obreptus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB600","Pseudochromidae","Pseudochromis","fuscus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB600","Scaridae","Scarus","schlegeli",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB600","Serranidae","Cephalopholis","boenak",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB600","Serranidae","Epinephelus","bilobatus",6
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB600","Serranidae","Epinephelus","fasciatus",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB600","Serranidae","Plectropomus","spp",3
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB600","Siganidae","Siganus","fuscescens",8
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB602","Acanthuridae","Acanthurus","dussumieri",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB602","Acanthuridae","Naso","fageni",5
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB602","Carangidae","Carangoides","fulvoguttatus",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB602","Carcharhinidae","Carcharhinus","amblyrhynchos",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB602","Carcharhinidae","Galeocerdo","cuvier",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB602","Echeneidae","Echeneis","naucrates",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB602","Haemulidae","Diagramma","pictum labiosum",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB602","Labridae","Anampses","lennardi",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB602","Labridae","Choerodon","cyanodus",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB602","Labridae","Choerodon","schoenleinii",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB602","Labridae","Halichoeres","nebulosus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB602","Labridae","Labroides","dimidiatus",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB602","Lethrinidae","Lethrinus","atkinsoni",3
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB602","Lethrinidae","Lethrinus","nebulosus",3
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB602","Nemipteridae","Pentapodus","emeryii",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB602","Pomacanthidae","Chaetodontoplus","duboulayi",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB602","Pomacanthidae","Pomacanthus","semicirculatus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB602","Pomacanthidae","Pomacanthus","sexstriatus",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB602","Pomacentridae","Pomacentrus","milleri",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB602","Pomacentridae","Pomacentrus","nagasakiensis",4
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB602","Scaridae","Scarus","ghobban",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB602","Serranidae","Epinephelus","coioides",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB602","Serranidae","Plectropomus","spp",3
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB605","Carangidae","Carangoides","fulvoguttatus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB605","Clupeidae","Herklotsichthys","spp",81
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB605","Lutjanidae","Symphorus","nematophorus",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB605","Scombridae","Scomberomorus","spp",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB605","Trichonotidae","Trichonotus","setiger",5
"2015-01_Montebello.transect_stereoBRUVs","NCB606","Balistidae","Abalistes","stellatus",2
"2015-01_Montebello.transect_stereoBRUVs","NCB606","Balistidae","Sufflamen","fraenatum",2
"2015-01_Montebello.transect_stereoBRUVs","NCB606","Caesionidae","Pterocaesio","digramma",26
"2015-01_Montebello.transect_stereoBRUVs","NCB606","Carcharhinidae","Carcharhinus","amblyrhynchos",1
"2015-01_Montebello.transect_stereoBRUVs","NCB606","Chaetodontidae","Coradion","chrysozonus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB606","Labridae","Anampses","lennardi",2
"2015-01_Montebello.transect_stereoBRUVs","NCB606","Labridae","Choerodon","vitta",1
"2015-01_Montebello.transect_stereoBRUVs","NCB606","Labridae","Coris","caudimacula",6
"2015-01_Montebello.transect_stereoBRUVs","NCB606","Labridae","Coris","pictoides",1
"2015-01_Montebello.transect_stereoBRUVs","NCB606","Labridae","Labroides","dimidiatus",2
"2015-01_Montebello.transect_stereoBRUVs","NCB606","Labridae","Leptojulis","cyanopleura",6
"2015-01_Montebello.transect_stereoBRUVs","NCB606","Labridae","Stethojulis","interrupta",3
"2015-01_Montebello.transect_stereoBRUVs","NCB606","Lethrinidae","Lethrinus","spp",3
"2015-01_Montebello.transect_stereoBRUVs","NCB606","Lutjanidae","Aprion","virescens",1
"2015-01_Montebello.transect_stereoBRUVs","NCB606","Lutjanidae","Lutjanus","lemniscatus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB606","Lutjanidae","Symphorus","nematophorus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB606","Mullidae","Parupeneus","barberinoides",6
"2015-01_Montebello.transect_stereoBRUVs","NCB606","Mullidae","Parupeneus","chrysopleuron",1
"2015-01_Montebello.transect_stereoBRUVs","NCB606","Mullidae","Parupeneus","heptacanthus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB606","Mullidae","Upeneus","tragula",2
"2015-01_Montebello.transect_stereoBRUVs","NCB606","Nemipteridae","Pentapodus","emeryii",1
"2015-01_Montebello.transect_stereoBRUVs","NCB606","Nemipteridae","Pentapodus","porosus",17
"2015-01_Montebello.transect_stereoBRUVs","NCB606","Nemipteridae","Scolopsis","monogramma",2
"2015-01_Montebello.transect_stereoBRUVs","NCB606","Pomacentridae","Chromis","fumea",31
"2015-01_Montebello.transect_stereoBRUVs","NCB606","Pomacentridae","Pomacentrus","nagasakiensis",12
"2015-01_Montebello.transect_stereoBRUVs","NCB606","Scombridae","Scomberomorus","spp",3
"2015-01_Montebello.transect_stereoBRUVs","NCB606","Serranidae","Cephalopholis","boenak",1
"2015-01_Montebello.transect_stereoBRUVs","NCB606","Siganidae","Siganus","fuscescens",18
"2015-01_Montebello.transect_stereoBRUVs","NCB607","Balistidae","Abalistes","stellatus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB607","Balistidae","Sufflamen","fraenatum",2
"2015-01_Montebello.transect_stereoBRUVs","NCB607","Blenniidae","Plagiotremus","tapeinosoma",1
"2015-01_Montebello.transect_stereoBRUVs","NCB607","Caesionidae","Pterocaesio","digramma",18
"2015-01_Montebello.transect_stereoBRUVs","NCB607","Carangidae","Selaroides","leptolepis",1
"2015-01_Montebello.transect_stereoBRUVs","NCB607","Ephippidae","Platax","batavianus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB607","Labridae","Choerodon","cauteroma",1
"2015-01_Montebello.transect_stereoBRUVs","NCB607","Labridae","Choerodon","vitta",1
"2015-01_Montebello.transect_stereoBRUVs","NCB607","Labridae","Cirrhilabrus","temminckii",2
"2015-01_Montebello.transect_stereoBRUVs","NCB607","Labridae","Coris","caudimacula",6
"2015-01_Montebello.transect_stereoBRUVs","NCB607","Labridae","Coris","dorsomacula",1
"2015-01_Montebello.transect_stereoBRUVs","NCB607","Labridae","Labroides","dimidiatus",3
"2015-01_Montebello.transect_stereoBRUVs","NCB607","Labridae","Leptojulis","cyanopleura",18
"2015-01_Montebello.transect_stereoBRUVs","NCB607","Labridae","Macropharyngodon","negrosensis",2
"2015-01_Montebello.transect_stereoBRUVs","NCB607","Labridae","Stethojulis","interrupta",4
"2015-01_Montebello.transect_stereoBRUVs","NCB607","Lethrinidae","Lethrinus","nebulosus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB607","Mullidae","Parupeneus","barberinoides",4
"2015-01_Montebello.transect_stereoBRUVs","NCB607","Nemipteridae","Pentapodus","porosus",10
"2015-01_Montebello.transect_stereoBRUVs","NCB607","Nemipteridae","Scolopsis","monogramma",1
"2015-01_Montebello.transect_stereoBRUVs","NCB607","Pomacanthidae","Pomacanthus","sexstriatus",2
"2015-01_Montebello.transect_stereoBRUVs","NCB607","Pomacentridae","Chromis","fumea",107
"2015-01_Montebello.transect_stereoBRUVs","NCB607","Pomacentridae","Pomacentrus","nagasakiensis",1
"2015-01_Montebello.transect_stereoBRUVs","NCB607","Pomacentridae","Pristotis","obtusirostris",45
"2015-01_Montebello.transect_stereoBRUVs","NCB607","Scombridae","Scomberomorus","spp",1
"2015-01_Montebello.transect_stereoBRUVs","NCB607","Serranidae","Epinephelus","multinotatus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB607","Tetraodontidae","Feroxodon","multistriatus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB608","Echeneidae","Echeneis","naucrates",1
"2015-01_Montebello.transect_stereoBRUVs","NCB608","Labridae","Iniistius","pavo",2
"2015-01_Montebello.transect_stereoBRUVs","NCB608","Mullidae","Upeneus","tragula",5
"2015-01_Montebello.transect_stereoBRUVs","NCB608","Nemipteridae","Nemipterus","spp",21
"2015-01_Montebello.transect_stereoBRUVs","NCB608","Scombridae","Scomberomorus","spp",1
"2015-01_Montebello.transect_stereoBRUVs","NCB608","Sillaginidae","Sillago","spp",6
"2015-01_Montebello.transect_stereoBRUVs","NCB608","Tetraodontidae","Torquigener","pallimaculatus",16
"2015-01_Montebello.transect_stereoBRUVs","NCB609","Carangidae","Gnathanodon","speciosus",7
"2015-01_Montebello.transect_stereoBRUVs","NCB609","Echeneidae","Echeneis","naucrates",3
"2015-01_Montebello.transect_stereoBRUVs","NCB609","Labridae","Iniistius","pavo",3
"2015-01_Montebello.transect_stereoBRUVs","NCB609","Rhinidae","Rhynchobatus","australiae",1
"2015-01_Montebello.transect_stereoBRUVs","NCB609","Scombridae","Scomberomorus","spp",1
"2015-01_Montebello.transect_stereoBRUVs","NCB609","Tetraodontidae","Lagocephalus","sceleratus",2
"2015-01_Montebello.transect_stereoBRUVs","NCB610","Carangidae","Carangoides","fulvoguttatus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB610","Carangidae","Decapterus","muroadsi",9
"2015-01_Montebello.transect_stereoBRUVs","NCB610","Carangidae","Selaroides","leptolepis",18
"2015-01_Montebello.transect_stereoBRUVs","NCB610","Clupeidae","Unknown","sp1",12
"2015-01_Montebello.transect_stereoBRUVs","NCB610","Labridae","Iniistius","pavo",3
"2015-01_Montebello.transect_stereoBRUVs","NCB610","Sillaginidae","Sillago","spp",38
"2015-01_Montebello.transect_stereoBRUVs","NCB610","Tetraodontidae","Feroxodon","multistriatus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB610","Tetraodontidae","Torquigener","pallimaculatus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB611","Echeneidae","Echeneis","naucrates",1
"2015-01_Montebello.transect_stereoBRUVs","NCB611","Labridae","Iniistius","pavo",3
"2015-01_Montebello.transect_stereoBRUVs","NCB611","Scombridae","Scomberomorus","spp",1
"2015-01_Montebello.transect_stereoBRUVs","NCB611","Tetraodontidae","Lagocephalus","sceleratus",3
"2015-01_Montebello.transect_stereoBRUVs","NCB612","Carangidae","Selaroides","leptolepis",1
"2015-01_Montebello.transect_stereoBRUVs","NCB612","Gobiidae","Unknown","sp10",1
"2015-01_Montebello.transect_stereoBRUVs","NCB612","Labridae","Iniistius","pavo",2
"2015-01_Montebello.transect_stereoBRUVs","NCB612","Nemipteridae","Nemipterus","spp",21
"2015-01_Montebello.transect_stereoBRUVs","NCB612","Nemipteridae","Pentapodus","porosus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB612","Tetraodontidae","Feroxodon","multistriatus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB612","Tetraodontidae","Lagocephalus","sceleratus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB612","Trichonotidae","Trichonotus","setiger",1
"2015-01_Montebello.transect_stereoBRUVs","NCB613","Apogonidae","Ostorhinchus","sp3",11
"2015-01_Montebello.transect_stereoBRUVs","NCB613","Balistidae","Abalistes","stellatus",2
"2015-01_Montebello.transect_stereoBRUVs","NCB613","Balistidae","Sufflamen","fraenatum",2
"2015-01_Montebello.transect_stereoBRUVs","NCB613","Blenniidae","Plagiotremus","tapeinosoma",1
"2015-01_Montebello.transect_stereoBRUVs","NCB613","Carangidae","Caranx","ignobilis",1
"2015-01_Montebello.transect_stereoBRUVs","NCB613","Cirrhitidae","Cirrhitichthys","aprinus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB613","Hydrophiidae","Aipysurus","tenuis",1
"2015-01_Montebello.transect_stereoBRUVs","NCB613","Labridae","Anampses","lennardi",3
"2015-01_Montebello.transect_stereoBRUVs","NCB613","Labridae","Choerodon","cephalotes",1
"2015-01_Montebello.transect_stereoBRUVs","NCB613","Labridae","Coris","caudimacula",9
"2015-01_Montebello.transect_stereoBRUVs","NCB613","Labridae","Coris","pictoides",1
"2015-01_Montebello.transect_stereoBRUVs","NCB613","Labridae","Labroides","dimidiatus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB613","Labridae","Leptojulis","cyanopleura",3
"2015-01_Montebello.transect_stereoBRUVs","NCB613","Lethrinidae","Lethrinus","spp",1
"2015-01_Montebello.transect_stereoBRUVs","NCB613","Lutjanidae","Aprion","virescens",1
"2015-01_Montebello.transect_stereoBRUVs","NCB613","Lutjanidae","Lutjanus","lemniscatus",3
"2015-01_Montebello.transect_stereoBRUVs","NCB613","Lutjanidae","Symphorus","nematophorus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB613","Monacanthidae","Paramonacanthus","choirocephalus",3
"2015-01_Montebello.transect_stereoBRUVs","NCB613","Mullidae","Parupeneus","barberinoides",5
"2015-01_Montebello.transect_stereoBRUVs","NCB613","Mullidae","Upeneus","tragula",3
"2015-01_Montebello.transect_stereoBRUVs","NCB613","Nemipteridae","Pentapodus","porosus",10
"2015-01_Montebello.transect_stereoBRUVs","NCB613","Pinguipedidae","Parapercis","nebulosa",1
"2015-01_Montebello.transect_stereoBRUVs","NCB613","Pomacentridae","Chromis","fumea",5
"2015-01_Montebello.transect_stereoBRUVs","NCB613","Pomacentridae","Pristotis","obtusirostris",78
"2015-01_Montebello.transect_stereoBRUVs","NCB613","Scombridae","Scomberomorus","spp",1
"2015-01_Montebello.transect_stereoBRUVs","NCB613","Serranidae","Epinephelus","bilobatus",2
"2015-01_Montebello.transect_stereoBRUVs","NCB613","Serranidae","Epinephelus","multinotatus",3
"2015-01_Montebello.transect_stereoBRUVs","NCB613","Serranidae","Epinephelus","rivulatus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB613","Tetraodontidae","Feroxodon","multistriatus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB614","Balistidae","Abalistes","stellatus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB614","Balistidae","Sufflamen","fraenatum",2
"2015-01_Montebello.transect_stereoBRUVs","NCB614","Carcharhinidae","Carcharhinus","plumbeus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB614","Chaetodontidae","Chaetodon","assarius",1
"2015-01_Montebello.transect_stereoBRUVs","NCB614","Chaetodontidae","Coradion","chrysozonus",2
"2015-01_Montebello.transect_stereoBRUVs","NCB614","Cirrhitidae","Cirrhitichthys","aprinus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB614","Hydrophiidae","Aipysurus","laevis",1
"2015-01_Montebello.transect_stereoBRUVs","NCB614","Labridae","Anampses","lennardi",1
"2015-01_Montebello.transect_stereoBRUVs","NCB614","Labridae","Coris","caudimacula",3
"2015-01_Montebello.transect_stereoBRUVs","NCB614","Labridae","Leptojulis","cyanopleura",5
"2015-01_Montebello.transect_stereoBRUVs","NCB614","Lethrinidae","Lethrinus","variegatus",4
"2015-01_Montebello.transect_stereoBRUVs","NCB614","Lutjanidae","Symphorus","nematophorus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB614","Monacanthidae","Paramonacanthus","choirocephalus",3
"2015-01_Montebello.transect_stereoBRUVs","NCB614","Mullidae","Parupeneus","barberinoides",2
"2015-01_Montebello.transect_stereoBRUVs","NCB614","Mullidae","Upeneus","tragula",2
"2015-01_Montebello.transect_stereoBRUVs","NCB614","Nemipteridae","Nemipterus","spp",1
"2015-01_Montebello.transect_stereoBRUVs","NCB614","Nemipteridae","Pentapodus","porosus",7
"2015-01_Montebello.transect_stereoBRUVs","NCB614","Pinguipedidae","Parapercis","nebulosa",3
"2015-01_Montebello.transect_stereoBRUVs","NCB614","Pomacentridae","Chromis","fumea",2
"2015-01_Montebello.transect_stereoBRUVs","NCB614","Pomacentridae","Pristotis","obtusirostris",120
"2015-01_Montebello.transect_stereoBRUVs","NCB614","Scombridae","Scomberomorus","spp",3
"2015-01_Montebello.transect_stereoBRUVs","NCB614","Serranidae","Epinephelus","multinotatus",2
"2015-01_Montebello.transect_stereoBRUVs","NCB614","Tetraodontidae","Feroxodon","multistriatus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB615","Carangidae","Carangoides","gymnostethus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB615","Haemulidae","Diagramma","pictum labiosum",1
"2015-01_Montebello.transect_stereoBRUVs","NCB615","Labridae","Coris","caudimacula",3
"2015-01_Montebello.transect_stereoBRUVs","NCB615","Labridae","Coris","dorsomacula",2
"2015-01_Montebello.transect_stereoBRUVs","NCB615","Labridae","Coris","pictoides",4
"2015-01_Montebello.transect_stereoBRUVs","NCB615","Labridae","Leptojulis","cyanopleura",2
"2015-01_Montebello.transect_stereoBRUVs","NCB615","Labridae","Oxycheilinus","bimaculatus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB615","Lethrinidae","Lethrinus","punctulatus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB615","Monacanthidae","Paramonacanthus","choirocephalus",2
"2015-01_Montebello.transect_stereoBRUVs","NCB615","Mullidae","Upeneus","tragula",1
"2015-01_Montebello.transect_stereoBRUVs","NCB615","Nemipteridae","Nemipterus","spp",16
"2015-01_Montebello.transect_stereoBRUVs","NCB615","Nemipteridae","Pentapodus","porosus",2
"2015-01_Montebello.transect_stereoBRUVs","NCB615","Nemipteridae","Scolopsis","monogramma",1
"2015-01_Montebello.transect_stereoBRUVs","NCB615","Pinguipedidae","Parapercis","nebulosa",2
"2015-01_Montebello.transect_stereoBRUVs","NCB615","Scombridae","Sarda","orientalis",1
"2015-01_Montebello.transect_stereoBRUVs","NCB615","Scombridae","Scomberomorus","spp",1
"2015-01_Montebello.transect_stereoBRUVs","NCB615","Tetraodontidae","Canthigaster","axiologus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB615","Trichonotidae","Trichonotus","setiger",1
"2015-01_Montebello.transect_stereoBRUVs","NCB616","Balistidae","Abalistes","stellatus",2
"2015-01_Montebello.transect_stereoBRUVs","NCB616","Balistidae","Sufflamen","fraenatum",1
"2015-01_Montebello.transect_stereoBRUVs","NCB616","Carangidae","Carangoides","caeruleopinnatus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB616","Carangidae","Carangoides","fulvoguttatus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB616","Carangidae","Carangoides","gymnostethus",4
"2015-01_Montebello.transect_stereoBRUVs","NCB616","Labridae","Anampses","lennardi",1
"2015-01_Montebello.transect_stereoBRUVs","NCB616","Labridae","Choerodon","vitta",1
"2015-01_Montebello.transect_stereoBRUVs","NCB616","Labridae","Coris","caudimacula",2
"2015-01_Montebello.transect_stereoBRUVs","NCB616","Lethrinidae","Lethrinus","genivittatus",8
"2015-01_Montebello.transect_stereoBRUVs","NCB616","Lethrinidae","Lethrinus","punctulatus",4
"2015-01_Montebello.transect_stereoBRUVs","NCB616","Monacanthidae","Paramonacanthus","choirocephalus",3
"2015-01_Montebello.transect_stereoBRUVs","NCB616","Mullidae","Parupeneus","barberinoides",2
"2015-01_Montebello.transect_stereoBRUVs","NCB616","Mullidae","Upeneus","tragula",1
"2015-01_Montebello.transect_stereoBRUVs","NCB616","Muraenidae","Gymnothorax","undulatus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB616","Nemipteridae","Nemipterus","spp",7
"2015-01_Montebello.transect_stereoBRUVs","NCB616","Nemipteridae","Pentapodus","porosus",19
"2015-01_Montebello.transect_stereoBRUVs","NCB616","Pinguipedidae","Parapercis","clathrata",1
"2015-01_Montebello.transect_stereoBRUVs","NCB616","Pinguipedidae","Parapercis","nebulosa",2
"2015-01_Montebello.transect_stereoBRUVs","NCB616","Pomacentridae","Pristotis","obtusirostris",40
"2015-01_Montebello.transect_stereoBRUVs","NCB616","Rhinidae","Rhynchobatus","australiae",1
"2015-01_Montebello.transect_stereoBRUVs","NCB616","Scombridae","Scomberomorus","spp",1
"2015-01_Montebello.transect_stereoBRUVs","NCB616","Tetraodontidae","Feroxodon","multistriatus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB617","Balistidae","Abalistes","stellatus",2
"2015-01_Montebello.transect_stereoBRUVs","NCB617","Carcharhinidae","Carcharhinus","amblyrhynchos",1
"2015-01_Montebello.transect_stereoBRUVs","NCB617","Echeneidae","Echeneis","naucrates",1
"2015-01_Montebello.transect_stereoBRUVs","NCB617","Labridae","Leptojulis","cyanopleura",2
"2015-01_Montebello.transect_stereoBRUVs","NCB617","Mobulidae","Mobula","tarapacana",1
"2015-01_Montebello.transect_stereoBRUVs","NCB617","Monacanthidae","Monacanthus","chinensis",1
"2015-01_Montebello.transect_stereoBRUVs","NCB617","Nemipteridae","Nemipterus","spp",16
"2015-01_Montebello.transect_stereoBRUVs","NCB617","Nemipteridae","Pentapodus","porosus",11
"2015-01_Montebello.transect_stereoBRUVs","NCB617","Pinguipedidae","Parapercis","nebulosa",2
"2015-01_Montebello.transect_stereoBRUVs","NCB617","Scombridae","Scomberomorus","spp",2
"2015-01_Montebello.transect_stereoBRUVs","NCB617","Tetraodontidae","Lagocephalus","sceleratus",3
"2015-01_Montebello.transect_stereoBRUVs","NCB618","Echeneidae","Echeneis","naucrates",1
"2015-01_Montebello.transect_stereoBRUVs","NCB618","Labridae","Iniistius","pavo",2
"2015-01_Montebello.transect_stereoBRUVs","NCB618","Nemipteridae","Nemipterus","spp",12
"2015-01_Montebello.transect_stereoBRUVs","NCB618","Nemipteridae","Pentapodus","porosus",2
"2015-01_Montebello.transect_stereoBRUVs","NCB618","Tetraodontidae","Feroxodon","multistriatus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB618","Tetraodontidae","Lagocephalus","sceleratus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB619","Balistidae","Abalistes","stellatus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB619","Balistidae","Sufflamen","fraenatum",2
"2015-01_Montebello.transect_stereoBRUVs","NCB619","Carangidae","Carangoides","gymnostethus",14
"2015-01_Montebello.transect_stereoBRUVs","NCB619","Haemulidae","Diagramma","pictum labiosum",1
"2015-01_Montebello.transect_stereoBRUVs","NCB619","Labridae","Coris","caudimacula",1
"2015-01_Montebello.transect_stereoBRUVs","NCB619","Labridae","Coris","dorsomacula",3
"2015-01_Montebello.transect_stereoBRUVs","NCB619","Labridae","Coris","pictoides",3
"2015-01_Montebello.transect_stereoBRUVs","NCB619","Labridae","Leptojulis","cyanopleura",1
"2015-01_Montebello.transect_stereoBRUVs","NCB619","Lutjanidae","Symphorus","nematophorus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB619","Monacanthidae","Paramonacanthus","choirocephalus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB619","Mullidae","Parupeneus","barberinoides",4
"2015-01_Montebello.transect_stereoBRUVs","NCB619","Mullidae","Upeneus","tragula",1
"2015-01_Montebello.transect_stereoBRUVs","NCB619","Nemipteridae","Nemipterus","spp",1
"2015-01_Montebello.transect_stereoBRUVs","NCB619","Nemipteridae","Pentapodus","nagasakiensis",2
"2015-01_Montebello.transect_stereoBRUVs","NCB619","Nemipteridae","Pentapodus","porosus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB619","Pinguipedidae","Parapercis","clathrata",1
"2015-01_Montebello.transect_stereoBRUVs","NCB619","Pomacentridae","Chromis","fumea",9
"2015-01_Montebello.transect_stereoBRUVs","NCB619","Pomacentridae","Pristotis","obtusirostris",27
"2015-01_Montebello.transect_stereoBRUVs","NCB619","Scombridae","Scomberomorus","spp",1
"2015-01_Montebello.transect_stereoBRUVs","NCB620","Carangidae","Carangoides","gymnostethus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB620","Labridae","Coris","dorsomacula",1
"2015-01_Montebello.transect_stereoBRUVs","NCB620","Labridae","Iniistius","pavo",2
"2015-01_Montebello.transect_stereoBRUVs","NCB620","Nemipteridae","Nemipterus","spp",5
"2015-01_Montebello.transect_stereoBRUVs","NCB620","Scombridae","Scomberomorus","spp",1
"2015-01_Montebello.transect_stereoBRUVs","NCB620","Tetraodontidae","Lagocephalus","sceleratus",3
"2015-01_Montebello.transect_stereoBRUVs","NCB620","Trichonotidae","Trichonotus","setiger",1
"2015-01_Montebello.transect_stereoBRUVs","NCB621","Acanthuridae","Acanthurus","dussumieri",1
